id,Date,Comment,Usage,Label
1336,20120825191730Z,ha ha ha poznata pedercina sa juzne tribine kaze da ce popusiti vermezu kurac kao u stara dobra vremena sunce ti zareno pa on svoju nastranost i izoblicenost ne skriva nego javno trazi da mu se stavlja u usta fuj kakva droljetina,PrivateTest,0
1337,20120601014621Z,wetback wifexa where are you getting thisn,PrivateTest,0
1338,20120527213812Z,where are you guys getting all this money from,PrivateTest,0
1339,20120529025302Z,xaoccupy rapists where did you read they were rapists,PrivateTest,0
1340,20120603032121Z,i hope you are not a spurs fan,PrivateTest,0
1341,20120527024908Z,noyou are if you think the thunder dont have a damn good chance to win though,PrivateTest,0
1342,20120527062917Z,xahaha i remember dude pulled out his dick they said put it in he said fuck that imma eat her out some more it was like ten mins,PrivateTest,0
1343,20120824191457Z,div classforumitem forumreplydiv classforumitemdescriptionrivers is a player he was drafted in the st round for a reason the hines ward crackback block cost him an important season starting his nd year great pickup by the giantsdivdiv,PrivateTest,0
1344,20120603113434Z,fuck me,PrivateTest,0
1345,20120603201747Z,and stop copying and pasting to your own comment to get it to the top you are truley a selfimportant little smug peddler of the left,PrivateTest,1
1346,20120529022803Z,randa you cant pick your groom off pinterest haha scotts there to stay,PrivateTest,0
1347,20120531194839Z,you sure you arent wearing your elvis shades,PrivateTest,0
1348,20120528100418Z,hahahaha its tru tho im and shit aint the same when i do it plus i gotta work out like times harder than a short dude to get muscles but iss better than being a short lil beeeeeeeiiiittccchh lol,PrivateTest,0
1349,20120529131306Z,agreed xaif youre too much of a pussy to ride a real bike dont put yourself and others at risk by strapping into this piece of shitnncould you image getting broadsided and crunched in this thing xaat least you can lay down or even get off a bike if needed saved my life before true story,PrivateTest,0
1350,20120528234710Z,hi marinersbaseball how are you and the family,PrivateTest,0
1351,20120528180345Z,your fox talking points are showing,PrivateTest,0
1352,20120602024057Z,this is just for you alecia,PrivateTest,0
1353,20120529030009Z,are you going,PrivateTest,0
1354,20120601181516Z,there is very little evidence that this happens often instead you have many rape victims never getting justice for brutal crimes against them i get the sense that there are a lot of potential rapists here on this board who would certainly rape if they could get away with it,PrivateTest,1
1355,20120826045700Z,your moms a whorennfact,PrivateTest,1
1356,20120529030154Z,ahehe all the time you are boring,PrivateTest,0
1357,20120824192952Z,i would call you a dumbazz to your stupid face and you would have no choice other than to agree with me stupid grunt,PrivateTest,1
1358,20120529130921Z,you are the manu have been tested,PrivateTest,0
1359,20120826101544Z,xatalk about laughable their not that stupid,PrivateTest,1
1360,20120825103825Z,rzeczywiubcie sklepy ze szklanymi witrynami w ktxfrych wystawiony jest sprzut producenta to innowacja gxfwnianego apple i nikt inny nie mouce otworzyu sklepu jesteub idiotu paranoikiem i do tego ignorantem zaraz siu okauce uce apple wymyubliuo sranie i nikt inny tego robiu nie budzie mxfgu,PrivateTest,0
1361,20120603072913Z,ok start with your street let see how all your neighbors will appreciate you and your ideas,PrivateTest,0
1362,20120603045422Z,zimmerman is a great man dont you dare try to disrespect himyou are a black monkey female primate you are worse than blackxamales thats the reason rich blackmen always get a white or latina wife you stink have disgusting nappy hair dirty black skin gorilla lips and ashy elbows u smell like dodo brown,PrivateTest,1
1363,20120603163401Z,im not the moron that tried comparing the two teams its impossible to compare you asked i answered i think the celtics in the s are better than this heat team i cant prove it nobody can grow the f u c k up,PrivateTest,1
1364,20120601143300Z,youre a deplorable human being,PrivateTest,1
1365,20120602201035Z,then why are you writing in spanish,PrivateTest,0
1366,20120527161302Z,fuck that shit kobe has rings chris gtfoh and im a knicks fan smh,PrivateTest,0
1367,20120531093609Z,then id expect us all to be bankrupt within about monthsnnyou mean we arent alreadyxa perhaps you should go back to writing your tawdry little blogxa,PrivateTest,1
1368,20120526233042Z,i will slap any nigga from virginia right there in virginia in any spot in virginia just to say fuck every nigga in virginia and you can tell any virginia nigga kotti kadotti said that,PrivateTest,0
1369,20120528070433Z,what the fuck does this have to do with black power you dumb fuck shut the fuck up idiot some asshole always gotta be bringing race into something and ruining everything,PrivateTest,1
1370,20120603171616Z,second coming of sherlock holmes you sure are not,PrivateTest,1
1371,20120527233625Z,and you come across as the epitome of the entitlement whoring freedom leeching obama licking america hating liberal parasite,PrivateTest,1
1372,20120603173419Z,xayoure a disgusting excuse for a human being,PrivateTest,1
1373,20120528070830Z,lmfao this nigga got to the ugly girl booty said not you,PrivateTest,0
1374,20120529030111Z,those are two men kissing smh thats that shit i dont like,PrivateTest,0
1375,20120528100547Z,niggas stop to kill each other we need more chocolatedarkbrown skin nblack sonskids in americaufeff and in all the world if want kill somebody nthen go kill white men and crackers because they real hate us stay ndark black and proud black loveblack powernnnnnnkill whites kill allufeffufeff crackers not your ppl guns upnnnnnn,PrivateTest,0
1376,20120528000930Z,if i white girl came up to he and sad i love black guys can i touch your dick ima say fuck it touch it and tell a mf friend,PrivateTest,0
1377,20120529025103Z,you show your stupidity and ignorance each and every day,PrivateTest,1
1378,20120528171537Z,do you ever wonder why you are a griefer or do you just spout out nonsense bc you dont know betterxa stop being a jacka and trying to ruin other peoples dayxa get a life seriously,PrivateTest,1
1379,20120824143709Z,click his like button if you think hes a moron,PrivateTest,1
1380,20120602190933Z,that guy needs to go fuck himself seriously,PrivateTest,0
1381,20120602215141Z,either way it shouldnt affect you thats why you are a professional golfer your one job is to focus on hitting a golf ball thats it,PrivateTest,0
1382,20120823134958Z,that is one mentally disturbed person you writennni wonder about your mental state juan juan you seem to spend a whole lot of time reading the newspaper of a foreign country and foreign culture and then making nasty comments about those peoplennndo you have mental problems or are you just very very lonely,PrivateTest,1
1383,20120529025145Z,a nice white bed just what you wanted,PrivateTest,0
1384,20120602215115Z,what the hell people got for big sean he fucking suckkkk,PrivateTest,0
1385,20120603173512Z,you spurfans sound worried,PrivateTest,0
1386,20120603174518Z,when you lose your cable at home you then join the oklahoma state football teamnwhen you join the oklahoma state football team you then get selected by the jacksonville jaguarsnwhen you get selected by the jacksonville jaguars you then get really drunknwhen you get really drunk you then get charged with aggravated duinand when you get charged with aggravated dui you then shoot yourself in the legndont shoot yourself in the leg get directv instead,PrivateTest,0
1387,20120527025245Z,because what else would you say,PrivateTest,0
1388,20120527155113Z,damn chamillionaire must be ashamed of himself fuckin with some rat ass mud shark talkin about cops and shit hahaha you mad as hell take the insultjoke on the chin and keep it movin haha you tryn to sit here and argue and act tough till you realize how close my peoples actual are you were hoping for an across the country nigga huh hahaha keep it movin mool lover,PrivateTest,0
1389,20120602162120Z,and i will punch you in you hippy bitch face,PrivateTest,1
1390,20120531185612Z,of course there werent because its devastating to your case that you idiot liberals cant seem to hold up days left until the silent majority gives you one heck of a bitchslapxa,PrivateTest,1
1391,20120825030652Z,paid trollxamr wonderfulxais he xai couldnt make any sense out of that drivel xai dont get his point but i dont think im missing muchxa,PrivateTest,1
1392,20120825160213Z,rcnnyoure a human being at conception eh according to whom because there is no basis in either law or science to sustain such a belief,PrivateTest,1
1393,20120527155030Z,thats crazy if i eat pussy then so be it but fact is i dont in you gay ass do fuck outta here bitch,PrivateTest,1
1394,20120603005758Z,you are welcome,PrivateTest,0
1395,20120531215500Z,or you can fuck off,PrivateTest,1
